nom_recherche,trouve,personne_id,nom_tmdb,alias,date_naissance,date_deces,lieu_naissance,genre,departement_connu,biographie,popularite,url_photo,imdb_id,nb_films_realises,filmographie,film_miniature
Antonio Margheriti,TRUE,5561,Antonio Margheriti,"Anthony M. Dawson, Anthony Dawson, Antony Daisies, Raymond Homer, Anthony Matthews ",1930-09-19,2002-11-04," Rome, Italy",Homme,Directing,"​From Wikipedia, the free encyclopedia.  

Antonio Margheriti (19 September 1930 – 4 November 2002), also known under the pseudonym Anthony M. Dawson, was a prolific Italian filmmaker. He was born in Rome and died in 2002 from a heart attack in Monterosi, Viterbo, near Rome at the age of 72.

Margheriti started out in the Italian film industry in 1956 as a screenwriter. He started directing in 1960, his first film being ""Spacemen"" (aka ""Assignment Outer Space""). Margheriti is known for his science fiction, horror, spaghetti western and action movies. He was the director of such cult movies as Cannibal Apocalypse, Castle of Blood, The Virgin of Nuremberg, Assignment Outer Space, Wild Wild Planet, Naked You Die, Mr. Super Invisible, The Last Hunter, Battle of the Worlds and numerous others. Most of his films were directed under the pseudonym of Anthony M. Dawson. He stopped using his real name in the USA early in his career, when he realized the English translation of the name ""Antonio Margheriti"" was ""Anthony Daisies"", and he thought it sounded too effeminate.

He was the only Italian director who worked directly for American production companies like MGM, United Artists, 20th Century Fox, Columbia Pictures, etc. with films like: Yor, the Hunter from the Future, Take a Hard Ride, Killer Fish, etc. Margheriti said his action/adventure films were his favorites, and his least favorite movies were the sword-and-sandal peplum films he made in the early 1960s (such as ""Devil of the Desert"" and ""Giants of Rome"").

For years, director Richard Morrissey disputed Margheriti's claim that he had directed ""Andy Warhol's Frankenstein"" in the early 1970s, saying that Margheriti was mostly just a technical advisor on that film. Morrissey said Margheriti did however direct a very, very brief segment of the movie (mostly the scenes involving the two children roaming around in the lab).

Margheriti worked with many well-known genre actors such as Lee Van Cleef, John Saxon, Claude Rains, John Morghen, Klaus Kinski, Barbara Steele, Reb Brown, Donald Pleasence, Yul Brynner, David Warbeck, Luciano Pigozzi, Marvin Hagler, Terence Hill, Fred Williamson, Christopher Lee and many others. Most of his later films were shot in the Philippines (especially his war films). Margheriti also collaborated on the special effects in two Italian cult films which he did not direct, Sergio Leone's ""Fistful of Dynamite"" (1971) and Aldo Lado's ""The Humanoid"" (1979).

Margheriti retired from filmmaking in 1996 at age 66. He died in 2002 of natural causes. Margheriti's son Edoardo and his daughter Antonella are both also involved in filmmaking. Eli Roth's character in the 2009 Quentin Tarantino film Inglourious Bastards took Margheriti as his namesake.

Description above from the Wikipedia article Antonio Margheriti,  licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.9281,https://image.tmdb.org/t/p/w500/sf6Hvi1q9qF2xLFa8Z6WpHfEOgr.jpg,nm0546672,53,,./img_persons_tmdb/img_png/img_5561.png
Helen Carson,TRUE,4658523,Helen Carson,NA,NA,NA,NA,Non specifie,Directing,,0.4457,NA,NA,1,,NA
Jacques Ouaniche,TRUE,17465,Jacques Ouaniche,NA,NA,NA,NA,Non specifie,Production,"Jacques Ouaniche est un réalisateur, producteur et scénariste français. Il a créé et produit lui-même la série Maison close pour la chaîne Canal+. Il en a également écrit tous les épisodes et en a réalisé deux. Jacques Ouaniche est également producteur de films notamment avec L'Esquive, drame ayant obtenu quatre César d'Abdellatif Kechiche.  En 2013, il réalise son premier long-métrage, Victor Young Perez, biopic du boxeur juif tunisien dans les années 30 qui a été déporté à Auschwitz, et est mort pendant la marche de la mort en 1945, avec dans le rôle titre Brahim Asloum, ancien champion du monde de boxe.",0.4923,NA,nm1190574,2,,NA
Carlo Ortu,TRUE,936647,Carlo Ortu,NA,NA,NA,NA,Non specifie,Directing,,0.2968,NA,nm2384373,1,,NA
Joe Massot,TRUE,52208,Joe Massot,NA,1993-01-01,2002-04-04,USA,Homme,Directing,"Joe Massot (1933 – April 4, 2002) was an American writer and film director who was known for the film Wonderwall (1968) which featured a soundtrack by George Harrison, and the Led Zeppelin concert film The Song Remains The Same (1976). The latter was not finished by Massot, being completed by Peter Clifton after the producer was unhappy with progress and removed Massot from the project. Massot's only other concert film was the 1980s ska film Dance Craze.",0.4515,NA,nm0557543,6,,NA
Michael Faella,TRUE,1906515,Michael Faella,NA,NA,NA,NA,Non specifie,Directing,,0.5947,NA,nm0264961,1,,NA
Mikel Bikel,TRUE,4443030,Mikel Bikel,NA,NA,NA,NA,Non specifie,Directing,,0.3019,NA,NA,1,,NA
Valérie Müller,TRUE,1548384,Valérie Müller,Valérie Müller-Preljocaj,1965-10-05,NA,"Issy les Moulineaux, France",Femme,Writing,"Valérie Müller is a director and writer, known for Polina, danser sa vie (2016), Le monde de Fred (2014) and Les hommes s'en souviendront... (2006).",0.6521,https://image.tmdb.org/t/p/w500/tWhgq0AZKG4Y5wUhaBNLuW5E1Vn.jpg,NA,7,,./img_persons_tmdb/img_png/img_1548384.png
Carl Medland,TRUE,1494648,Carl Medland,NA,NA,NA,NA,Non specifie,Directing,,0.5845,https://image.tmdb.org/t/p/w500/9aXAIJN7EUASNh2jxThL9dSqpS.jpg,nm3240432,10,,./img_persons_tmdb/img_png/img_1494648.png
Nathaniel H'limi,TRUE,2354743,Nathaniel H'limi,NA,NA,NA,NA,Non specifie,Directing,,0.2729,NA,NA,2,,NA
Ted Sears,TRUE,5449,Ted Sears,NA,1900-03-13,1958-08-22,"Pratt Falls, New York, USA",Homme,Writing,,1.0219,NA,nm0780799,2,,NA
Rose Lowder,TRUE,1286993,Rose Lowder,NA,NA,NA,"Lima, Peru",Femme,Directing,"Rose Lowder (born in 1941 in Miraflores, Lima, Peru) is a French-Peruvian filmmaker. From 1947 to 1958, Lowder studied at the Colegio San Silvestre, Miraflores. She then  specialized in painting and sculpture studies in artist’s studios and art schools in Lima, Peru (The Art Center (1951-1957), La Escuela de Bellas Artes (1957-1958) then in London (Regent Street Polytechnic, 1960-1962), Chelsea School of Art (1962-1964). While in London, she pursued artistic practice while working as an editor in the film industry (1964-1972).

After 1977, Lowder worked on the visual aspect of the cinematographic process and had Jean Rouch, as well as his department from the Université Paris X, and presented a part of her research for a PhD entitled ‘Le film expérimental en tant qu’instrument de recherche visuelle/Experimental film, a tool for visual research’ (1987).

In action since 1977, she has been programming rarely shown films as the co-founder of the Archives du film expérimental d’Avignon (AFEA, 1981), aiming to acquire 16mm films and paper documents, as well as publishing several books; Lowder was thus able to make these works more accessible to the public: ‘La part du visuel, films expérimentaux canadiens/ The Visual Aspect, Canadian expérimental films’ (AFEA, 1991), ‘L’Image en mouvement’ (AFEA, 2002), ‘Images/discours’ (AFEA, 2006).

From 1996 to 2005, Lowder was an associate professor at the Université de Paris I and taught practice, history, theory and aesthetics.

By focusing her research on visual perception in relation to the cinematographic means of expression, Lowder concentrated on the various ways in which one can alter the graphic and photographic visual features of the images as it metamorphoses in time. As a result of this work, she was able to compose the image in the camera by interweaving the frames as the film strip passes the lens several times. This method of working is meticulous and complex because it consists of recording a series of images, frame by frame, in the camera, in order for them to appear simultaneously when projected on the screen.",0.4881,https://image.tmdb.org/t/p/w500/iRDL93tiLU9Sp5SANiMG8wGug6.jpg,nm1483642,43,,./img_persons_tmdb/img_png/img_1286993.png
Larry Peerce,TRUE,51373,Larry Peerce,Ларри Пирс,1930-04-19,NA,"The Bronx, New York, U.S.",Homme,Directing,"From Wikipedia, the free encyclopedia

Lawrence ""Larry"" Peerce (born April 19, 1930) is an American film and TV director whose work includes the theatrical feature Goodbye, Columbus, the early rock and roll concert film The Big T.N.T. Show, One Potato, Two Potato (1964), The Other Side of the Mountain (1975), and Oscar nominee Two-Minute Warning (1976).

The son of operatic tenor Jan Peerce and talent agent Alice (Kalmanowitz) Peerce, Larry Peerce was born in The Bronx, New York City, New York. He attended the University of North Carolina. He made his directing debut with One Potato, Two Potato, released in 1964 by the distributor Cinema V. The groundbreaking drama about an interracial marriage between a white divorcee (played by Barbara Barrie, who won the Best Actress award at the 1964 Cannes Film Festival for the role) and an African-American office worker (Bernie Hamilton) was the first U.S. movie to portray such an interracial relationship.

Peerce went on to direct several episodes of the Western television series Branded and the campy superhero series Batman, among other shows, before directing the early rock and roll concert film The Big T.N.T. Show, released in 1966 by American International Pictures and featuring such performers as The Byrds, Ray Charles, Bo Diddley, Donovan, The Lovin' Spoonful, The Ronettes and The Ike & Tina Turner Revue.

Following more TV, Peerce returned to film in 1967 with The Mystery of the Chinese Junk and The Incident, the latter of which starred Martin Sheen and Tony Musante. He followed this with the acclaimed Goodbye, Columbus, an adaptation of the Philip Roth novel. The movie earned Peerce a DGA Award nomination for Outstanding Directorial Achievement in Motion Pictures, and screenwriter Arnold Schulman an Academy Award nomination for Best Writing, Screenplay Based on Material from Another Medium.

Peerce's subsequent theatrical features included The Sporting Club, A Separate Peace, Ash Wednesday, and The Other Side of the Mountain. Peerce's work is frequently viewed as part of the expressive sentimental directorial style with a particular focus on coming-of-age stories.",1.2378,https://image.tmdb.org/t/p/w500/1Vv3subCB4Jp8GM6KLPY8mVOEfm.jpg,nm0670282,37,,./img_persons_tmdb/img_png/img_51373.png
Stephen Shin Kei-Yin,TRUE,555633,Stephen Shin Kei-Yin,"冼杞然, Stephen Shin Gei-Yin, Hsin Chi-Jan,  Stephen Shin Kei-Yin , 승기연, Stephen Shin, Стефен Шин, Стивен Шин Кей-Инь, Стефен Шин Кей-Инь, Синь Чи-Жан",NA,NA,"Hong Kong, British Crown Colony",Homme,Directing,Hong Kong Director,0.9255,https://image.tmdb.org/t/p/w500/8eN3Oe0R1JXHNhastQvmWupeE6V.jpg,nm0793812,21,,./img_persons_tmdb/img_png/img_555633.png
Matthew Gordon,TRUE,216374,Matthew Gordon,NA,NA,NA,NA,Homme,Directing,,0.5854,NA,nm2142955,1,,NA
Pavel Jirásek,TRUE,2026361,Pavel Jirásek,NA,1963-04-11,NA,NA,Homme,Directing,,0.4175,NA,nm6725674,11,,NA
Alec Seymour,TRUE,3291309,Alec Seymour,NA,NA,NA,NA,Non specifie,Acting,,0.59,NA,NA,2,,NA
Ivan Zuccon,TRUE,97612,Ivan Zuccon,NA,1972-04-24,NA,Italia,Homme,Directing,,0.662,NA,nm1438206,10,,NA
Nino Cimino,TRUE,1010164,Nino Cimino,NA,NA,NA,NA,Homme,Acting,,0.6567,https://image.tmdb.org/t/p/w500/4uIKiIusGntboBSceYioISDDTOS.jpg,nm1191714,1,,./img_persons_tmdb/img_png/img_1010164.png
Bonnie Sanderson,TRUE,4216680,Bonnie Sanderson,NA,NA,NA,NA,Non specifie,Art,,0.3678,NA,NA,1,,NA
Leslie Iwerks,TRUE,144960,Leslie Iwerks,NA,1970-04-22,NA,"Los Angeles, California, USA",Femme,Directing,"Leslie Iwerks is an American director, producer, and writer. She is also daughter to Disney Legend Don Iwerks and granddaughter to the animator and designer of Mickey Mouse, Ub Iwerks.

Description above from the Wikipedia article Leslie Iwerks, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.8592,https://image.tmdb.org/t/p/w500/gJadgX9nv19oZfSGLiSU0c4yHgB.jpg,nm0412649,14,,./img_persons_tmdb/img_png/img_144960.png
Ryusuke Hamaguchi,TRUE,1487492,Ryusuke Hamaguchi,"Ryuusuke Hamaguchi, Rjusuke Hamaguči, Рюсукэ Хамагути",1978-12-16,NA,"Kawasaki, Kanagawa, Japan",Homme,Directing,"Ryusuke Hamaguchi (born 16 December 1978) is a Japanese film director and screenwriter. Hamaguchi, a graduate of Tokyo University and Tokyo University of Arts, attracted attention in his country with the movie Passion (2008), which he shot for his graduation. Hamaguchi first gained international recognition with the film Happy Hour (2015) and followed it up with Asako I & II (2018). He released two films in 2021, Wheel of Fortune and Fantasy and Drive My Car, receiving three Academy Award nominations for the latter, including Best Director, Best Adapted Screenplay, and Best International Feature. He is the third Japanese director to be nominated for an Oscar for Best Director.",1.3361,https://image.tmdb.org/t/p/w500/dwvo9EKhFlIXoe8d7u9LtF0XnNR.jpg,nm3152327,28,,./img_persons_tmdb/img_png/img_1487492.png
Sébastien Tulard,TRUE,3195061,Sébastien Tulard,NA,NA,NA,NA,Non specifie,Directing,,0.5713,NA,NA,3,,NA
Marcus Adams,TRUE,50757,Marcus Adams,NA,1966-01-01,NA,"Swindon, Wiltshire, England, UK",Homme,Directing,"From Wikipedia, the free encyclopedia.  Marcus Adams is a British film director. Marcus has produced successful music videos, award-winning advertisements and complete feature films.

After leaving school, Marcus went on to study at the Ballet Rambert school and later found work as a dancer and choreographer.

In 1986, he co-founded the techno-industrial band Meat Beat Manifesto. He designed and choreographed their live shows and also directed their videos.  He left the band in the early '90s to focus on directing music videos full-time.  Description above from the Wikipedia article Marcus Adams, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.5489,NA,nm0011173,4,,NA
René Jayet,TRUE,1170875,René Jayet,NA,NA,NA,NA,Homme,Directing,René Jayet (20 May 1906 – 31 October 1953) was a French film director and producer.,0.6569,NA,nm0419737,19,,NA
Bob Byington,TRUE,110283,Bob Byington, Robert Byington ,1971-04-29,NA,"Lincoln, Nebraska, U.S.",Homme,Directing,"Indie favorite Bob Byington burst on to the scene in 2008 with his SXSW midnight lo-fi, low culture hit, RSO [Registered Sex Offender]. He followed that up at Lincoln Center's New Directors/New Films series with the Sundance Lab project ""Harmony and Me"" (2009).

In 2012 Byington won the prestigious Special Jury Prize at the Locarno Film Festival with ""Somebody Up There Likes Me"" starring Nick Offerman, and shortly thereafter he teamed with Jason Schwartzman for cult smash ""7 Chinese Brothers"" (2015).

In 2017 Byington worked with comedy stalwart Kieran Culkin to make ""Infinity Baby"" --the film took best feature at the much lauded Woodstock Film Festival that year.

Bob is an Annenberg Fellow and is in the permanent collection at MoMA. His new film is ""Frances Ferguson"".",0.6823,https://image.tmdb.org/t/p/w500/ky6zMMg4VazqRC8VAPF596vKA3Y.jpg,nm0125887,11,,./img_persons_tmdb/img_png/img_110283.png
Kim Yong-wan,TRUE,2029267,Kim Yong-wan,김용완,NA,NA,NA,Homme,Directing,,0.6705,https://image.tmdb.org/t/p/w500/hHpswZBMwbogYVKQKPROfrt6TbA.jpg,nm7455111,4,,./img_persons_tmdb/img_png/img_2029267.png
Drake Shannon,TRUE,544749,Drake Shannon,NA,NA,NA,NA,Non specifie,Acting,,0.6292,NA,nm4291135,2,,NA
Howard Higgin,TRUE,588447,Howard Higgin,NA,1891-02-15,1938-12-16,"Denver, Colorado, USA",Homme,Directing,"From Wikipedia

Howard Higgin (February 15, 1891 - December 16, 1938) was an American writer and director of motion pictures in the 1920s and 1930s.

Higgin's first directing job was a 1922 comedy for legendary Wallace Reid, Rent Free. His later films include High Voltage and Skyscraper, and he worked with Wallace Beery, Clark Gable (as writer/director of Gable's screen breakthrough role as the unshaven villain in The Painted Desert), Carole Lombard, Bette Davis (in Hell's House), Pat O'Brien, Alan Hale, Sr., Blanche Sweet, Basil Rathbone, Robert Armstrong and Mae Clarke, among many others.

Higgins' movie career spanned 38 years, having begun working on film crews in 1919. He died in Los Angeles at age 47.",0.6174,https://image.tmdb.org/t/p/w500/8tLWyLCUzHmQK8o3iJOkOQkP4yR.jpg,nm0383304,21,,./img_persons_tmdb/img_png/img_588447.png
Ike Jarlego Jr.,TRUE,1079551,Ike Jarlego Jr.,NA,1944-05-03,2012-08-24,"Manila, Philippines",Homme,Editing,,0.6314,https://image.tmdb.org/t/p/w500/lwSzyxef3451b95NTREMMI5W8ib.jpg,nm0418729,13,,./img_persons_tmdb/img_png/img_1079551.png
Peter Schnall,TRUE,275493,Peter Schnall,NA,NA,NA,NA,Homme,Directing,,0.6127,NA,nm0773630,17,,NA
Bernardo Sena,TRUE,4206374,Bernardo Sena,NA,1983-10-13,NA,"New York City, New York, USA",Homme,Production,"Bernardo is an American-Portuguese storyteller, film director, creative producer, and writer with an extensive background in design, acting, performance, and the visual arts. He has worked within various industries focused in culture and the arts. His work has been screened and featured in both the art and film world. His passion is creating and developing original stories, and concepts for a new generation in film/TV and online media entertainment. He is the founder of The Horror Workshop, and is based in Berlin, Germany - focused on developing a platform for independent, content creators.",0.6085,https://image.tmdb.org/t/p/w500/3l8IyUScvRu4KE1cTzIJXRft2X8.jpg,NA,6,,./img_persons_tmdb/img_png/img_4206374.png
