df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJm6Xtjqhy5kcRGL_8BWRb8Ug,"64 Rue du Commandant Mowat, 94300 Vincennes, France",Essling Jean Marc,+33 1 77 20 41 24,https://maps.google.com/?cid=5256082725273386776,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f08b7ada5011a900932630b707bf9388afaf6f6d,CmRRAAAAZ5arB1YNqFcz4S_S13lyoiI7gBs6uoIypPaowE_mNtSqTQT11Ax2gJXYAM4fRcx2xlzcB1e5_yuMAnfDWr2v5EfNrjoHBK3BtOek1xfMK8VLnNtwE1sEkYy_DvjTtjQeEhCPBQ6WfbRPzMHSp33ZTYqLGhSGcAki8Al2HqRN4kQoxwl8G1RRsg,93048,2.446659,48.8511224,
ChIJm6xYucsS5kcRE7k_gx9-sBo,"187 Boulevard de la Boissière, 93100 Montreuil, France",Auto Ecole Star,+33 1 45 28 39 22,https://maps.google.com/?cid=1923175714698279187,"c(""point_of_interest"", ""establishment"")",establishment,4,1,665,665,1_4,établissement,8aa8f19e113948c0d2a800e737b6c2d1d28340d3,CmRRAAAAeXkzBbBaoswSjjd1DgWNci6pHPRVMwo0HFQ1qXdkH9xsQEitSElFWRfoCcVwP-h87Z5F7fR9sVseaYD71pEmRvrYRxV6Pm1KpAFzGVKPjkFyfd_WivXOFv4hPcFKFVXzEhBkSJI8D7U7fbHArJSpXaaLGhSzmjWznnPOL1b9u7u2NLJ0wNQiiQ,93048,2.462728,48.8773508,
ChIJm7_KfUlt5kcRhltMcTWLLbY,"88 Boulevard Aristide Briand, 93100 Montreuil, France",Dray Lorris,+33 9 73 16 47 45,https://maps.google.com/?cid=13127301550505220998,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,58f9e99499ca5799afaa89eb432b18f5f994385a,CmRSAAAAuxqXkftdTyM7ytrB4Ik-UXJhci9koCUIhh9Lg0ZBbBDOhblOaQTPzsVXnYdrfo8swgIAp5HBWL544JgcrclwrtY0suGFAr7BJXU1DuBH8m1TapWIPmlqV-zOhrQcVXr8EhD3K22wHYWxNt2G4nqwJOhYGhRz_Q7Yy7g3sLMfqZTsUGJh2s7jIQ,93048,2.4524906,48.8712187,
ChIJm7bXylpt5kcR0d8BLmguIwk,"7 Place de l'Église, 93110 Rosny-sous-Bois, France",Cryolipolyse cabinet KOR,+33 1 48 54 96 54,https://maps.google.com/?cid=658420995509575633,"c(""physiotherapist"", ""health"", ""point_of_interest"", ""establishment"")",physiotherapist,,0,,,0,physiothérapeute,ef47959dc529dbe328c53e0ef32657ab44d858c2,CmRRAAAAvFG2aGyJnqdXTq1uzCNM1yZKhlLah_lBn4ZrxVnQtYB7l473brDr-Iu3UkCL7oWcigbotnIVz8J9Sma0nEag-teotmwTvdsNXtBMl6ydwUkBgcMyldPX4oFKUb7f9jAsEhAf4DJzOmOf_KVm-CEkqWn0GhSYH-vbcdaKfHMDK6J2xlFOsJgF3g,93048,2.4448413,48.864185,
ChIJM7CTuZ5y5kcRhU1IphBsnVE,"27 Rue des Deux Communes, 93100 Montreuil, France",ERTEM International,+33 1 75 34 55 80,https://maps.google.com/?cid=5880975507180768645,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,0b571e326a103a6c81ca1ccf4e3c38079b5cc342,CmRRAAAAPX0q6u1g6wWaT0JlhbZ7Z8R07DhKBTC-MqtWkRK6URfY5Wn8NVTtzpcSim7Qt17SpdJ1cWqk_jUIfow3AgOkxWu9fD1UMhnOE3lSQflhFTbzeFQWfAfJHm3US--8TzIiEhDmiOXNFYjQIi8PaR8HvfjAGhTHuPwv4T2a6EiQVSZef_d63WXk1A,93048,2.429432,48.850157,
ChIJm7i_hGdt5kcRcDePESJeR6A,"9 Rue de la Capsulerie, 93100 Montreuil, France",Da Cunha M2j,+33 1 48 58 91 93,https://maps.google.com/?cid=11549303269831423856,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,7d3dd38e41475b47b2dcc8b3c505313f9e52e1c2,CmRSAAAAnVqw5vRdrzt_HSYfMnQVSrNtbShVJF_4c0e_IcQHiXWH1WA_n6a1b4HaNhjkFTUDL8uEorHTJfUZC0dV3W74lDVvpuAsydrVWXmsL0JrGLUCXP1e0x1iwB-bznKBwapNEhBrfPLLpU4aGNCBu1b9XyHBGhTe3W54_2WmgWhlUqrnyvpIeTaLeg,93048,2.4343698,48.8623061,
ChIJm7J5cH1t5kcRaXaGSzll2hQ,"197 Rue de Paris, 93100 Montreuil, France",Altun Sat,+33 1 48 51 34 31,https://maps.google.com/?cid=1502624722436126313,"c(""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",home_goods_store,5,1,23,23,1_4,magasin d'articles de maison,5e1bfeb263910c423c232260b4dc1ef4f4dae1ed,CmRRAAAAL3wrmO5XxqvSARJLHPMTDJT_yTA7KCitODKE-0hYBZSQBy1WJSlp_R2RyUOZtNmOO6zgyf7OKWm8udr4xerXe2YTr3ihx_FWg_Amxx0ufent7za88AomAddgCilvAbEcEhBN2IbSvi3_iUybdIoezwBRGhSUWLm-kjmb2ZjI-GMx8jn-_HsMQg,93048,2.4209452,48.8552553,
ChIJm7J5cH1t5kcRTovnC4dwxTQ,"197 Rue de Paris, 93100 Montreuil, France",E.I. VLAD,+33 6 86 17 78 63,https://maps.google.com/?cid=3802569185706871630,"c(""general_contractor"", ""point_of_interest"", ""establishment"")",general_contractor,,0,,,0,entrepreneur général,12ec1cbf293cb1ff194e7ed65deeb6b764393f2a,CmRRAAAAXRGK4br8CfO2zVnlsXLpZ_Bx7k5JmtRSk7Fjd1CUOei50h5p-qAPNVxP1zappdzMQ7zDYp2zbc4JiVPKyTSNHScYsVqB3CZrAhLVFTNLlDMF-jcd531TcbKY__2MXD4AEhDrFRl-4GX3a3cREcpfbRc2GhQx4KEKTwu8JTFx1daX1axPeC5S1Q,93048,2.4209864,48.8551791,
ChIJM7NMil9t5kcREBXDpF74P1c,"55 Rue de Vincennes, 93100 Montreuil, France",Simplon.co,NULL,https://maps.google.com/?cid=6287016690207364368,"c(""point_of_interest"", ""establishment"")",establishment,4.1,5,133,85,5,établissement,6f979ee094e473f564acd728c421e64c25279fd9,CmRRAAAAdoDonAOgNJntNUjZ4pE23lZo71ahEquW9giMMMkJLwRtiykUZjfeoDkjRhj_TEAQQu4f8kR57AkiiTIwosu4SWG5iKkCQ8ZKGvNhfD35n_hGVRAiC4QnPHwjVq-mMSCFEhAUSJNn_32wis7DlkPQkefvGhTq3aGLalWnTATYG92j5aXVYUDaOg,93048,2.4360023,48.8545042,278
ChIJM7uUUFFt5kcRY91lKaGTNwo,"28 Avenue Jean Moulin, 93100 Montreuil, France",El Amri Laid,+33 9 52 30 23 87,https://maps.google.com/?cid=736219384491924835,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,a7e365bcdd79bb4639451ab8197cd09ae4198a29,CmRRAAAAtbyFMZmqx2CjBTyJDUiL7vNx5pGWedzd_K22NF2sNAmnP3OPYPwgtKu7G-ff0Zhk92hDQrNRUtmLdbeoeBVetcPcphw7jx0RdLJcdlBGhUPLg02UqA5O193aNDsoQ8vREhC5MDoc_2Vr9uW9GzV2vYrBGhTNLMc7DATk4zPsRqAPfPz3YZoPsA,93048,2.4511982,48.8596,
ChIJM7UwuWFt5kcRNoLTG7nsNU8,"10 Rue Beaumarchais, 93100 Montreuil, France",Bio Consom'acteurs,+33 9 83 22 55 00,https://maps.google.com/?cid=5707728382541922870,"c(""point_of_interest"", ""establishment"")",establishment,5,2,105.5,105.5,1_4,établissement,508edba507da8d35f2dc04bc925e37f466609f6c,CmRRAAAA4KzluutYCe8Z63fuFM2o9MNBxcKLz-kyXFk4hCAI3MSgFVw4WiEDXIz9PJd-VTNPOlT5D8QU6Hn8HeJ9nh1o9gUx4iyQFnHtWJPFlA-QLVWwo66pIhdzly4T9iWuHX8IEhDwuKYtob_pqVhXgQb_B17zGhSTPSLKg5mC2BEy6oXAQcs7z82UcA,93048,2.4310937,48.8562836,
ChIJM7ZdDkVt5kcRMnLlrTIyijs,"93100 Montreuil, France",L'atelier Des Portables,NULL,https://maps.google.com/?cid=4290296788271067698,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,3aacb3cecc1c7b6ccafe13fe8d477be15a6600c2,CmRRAAAANqZYlKHZdJWOBYHsFaIKXIDoYLiqH4csybHhBssfHbl4G_ueROSuzsPeVtmyZLEDHJIlxVgYk4YoDKqj0dAC-3YxGFWYa2yYxQOnZIR_ZRmzMFmr3mgSG7PNFjSZsnlLEhAZPSX3EWK7_atgJFQai-bQGhR5SrR4SfeU1DEeZEt6BQv0j3KsTA,93048,2.4447567,48.8662375,
ChIJm7ZPhrMS5kcRoVICNXZeUIM,"2 Avenue du Président Salvador Allende, 93100 Montreuil, France",Soprintex,+33 1 48 70 49 20,https://maps.google.com/?cid=9462166678893908641,"c(""point_of_interest"", ""establishment"")",establishment,5,3,135,39,1_4,établissement,d6a10d9371d1e9a4d7a0c96ccc6bb02c46af8b15,CmRSAAAAwJWHdPrbBWGnk4VQRkL0UGf4tUrkvzhJtLcYSPtS_0J3E3QQe7k3NJFaBJavsxN7CbrXHUrrT3aTnJsnvI3kHr3R-iK4z4ECumiq7w1efD1-1t-dXjfhywou783wp-rhEhBlmlRzQEcUQuEhxQ6EpvgdGhQi3nlM85AptjMxZbGGd3OVl_qzhA,93048,2.4566752,48.8690114,
ChIJm7ZPhrMS5kcRXnZbTI4u0BA,"222 Rue de Rosny, 93100 Montreuil, France",Advanced Audio Vidéo Systems (A.A.V.S),NULL,https://maps.google.com/?cid=1211519488463959646,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,def533bd5ef8d011d1555c1969afa3781dc755bb,CmRRAAAA0GTAoNwGpBEsOiUUkcB_5EwYHtnkobl_C5_59lLqEcMa2QsVrTnZLexHI9KgXsnSen5SQVCJ-RTqH_hHQaOC-8mqfUGGV09o0Jaig4-evbiTYMVBT_dF9LSEL2FR3jchEhDnxEl5TEfCIIX-AFDcRLQmGhQyLkkXtGdxoqhN4692CixOXcsSWw,93048,2.4615383,48.8684643,
ChIJm8BTGVht5kcR22wFY4Iex14,"Salle polyvalente Julie Victoire Daubié, 21 Boulevard Jeanne d'Arc, 93100 Montreuil, France",E-QI,NULL,https://maps.google.com/?cid=6829460905286528219,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,1c5e88b7b8791b2b5140fd1f9e6ab4deb36469f3,CmRRAAAA1riIGHchx73JQDobBXviUPkLSEkGXCkGGylyufD6IU7A2tDeLcUR2wqADJ5ZPffpwbp6SRnt4Nq2K_f0yW54OD52mjDl6dgPkHrMsmddLeFzVgXlWq06ZTvR3UjuetTfEhArQ3OJGjnXWsSg1bHZRpfQGhT9dAianQNZnOf2HgNh8EafSKvxTw,93048,2.4456278,48.8549319,
ChIJm8gzx1Bt5kcR31k-CMiKu3U,"12 Rue Eugène Varlin, 93100 Montreuil, France",karibieennewacoustik / KNARADIO,NULL,https://maps.google.com/?cid=8483526914818857439,"c(""point_of_interest"", ""establishment"")",establishment,4.5,2,152,152,1_4,établissement,02764b33e9791dd2422777992d4c962c5459b97b,CmRRAAAAKsWYV0lngFdwik819GTT8XV9_mS9lFdD4OMDeefX6R4iJhKqNySujDEO_kbMfvk0HSnN2plhlbu_PyAqTfDnMg1lVclQ43mpwmRrLwNpE2yBVK3mlrD_K3wgVINAkM28EhB99lZLgXUTVcbAGH6AvY4oGhQ9kqgLci7hh2RV0eBzSbSiDRVNrA,93048,2.4475897,48.860051,
ChIJm8qGf6MS5kcRWlqT2d_dbuo,"93100 Montreuil, France",La Paix,NULL,https://maps.google.com/?cid=16892683205811067482,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,aac3d6689f128381eaebff84d1d52ed820a271dc,CmRSAAAAE0Ct5XLzQwhRiv6NCaiKz6les82C-DIu04mVvonk1sdWqh2u338PCuZJr0Rp0CGO7RwnsWmihF1DPXylkOgsx9XJKAkwtADP6dileWgTDBzj-fh3WBbCXk7ouJYOA209EhA-bbt2QJ7Dty1wU-DMOViLGhQnYnZsXrw08WM2we_d4boyAHa3dw,93048,2.474481,48.861082,
ChIJM8UD61lt5kcRfW8awNW7Cj0,"28 Rue Condorcet, 93100 Montreuil, France",Le Matou Enchanté,+33 9 81 87 30 11,https://maps.google.com/?cid=4398534512806096765,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,bfe9b00e9c43f66a53c11d81ec3581809e78e999,CmRRAAAA08mYTrayNpjivYQAr3jUGInVtjkxKzMvXt0aJzsswF3vVDMBmsUzda2ZTQ_ZEG_JdAm2pkapz-yUlbEpTYlGhp0demAtpjFHX2kKX-uzRvvxy7SUFbDWUfdc8xkzjGXVEhB_iaM7QUTCgTGhcdImnH9JGhQ-ThZtgdXbaXzE1ie9n6ICDXUF8w,93048,2.4445868,48.8581142,
ChIJM9_zxmFt5kcRFiuVDWXHrTc,"36 Rue Beaumarchais, 93100 Montreuil, France",Best Energies,+33 1 56 93 46 00,https://maps.google.com/?cid=4012082079890483990,"c(""general_contractor"", ""point_of_interest"", ""establishment"")",general_contractor,,0,,,0,entrepreneur général,5bb0c96d41692a6e7a38860d859e44f48ca9f1b8,CmRRAAAAan_ijwj2kUuLy4hEJk9q2VlSfs8GDC1PtPNNRem_j5pSkldWPd_56waSaCBkxOT8-hPpQxn2fO35uO7NTZfcAogcrNql5NFeV17CXMEm8NB0VdfYQtU1Gw9ATUVdc73oEhDZX0zWs1S3gc0pzwEvZrSUGhQiuUeXmtfwIRWadHZABYGSyNcONg,93048,2.4307237,48.8554768,
ChIJm93lAEpt5kcRH2s46EaVNyE,"3 Rue Gérard de Nerval, 93100 Montreuil, France",Piesset Jean Louis,+33 1 48 70 87 15,https://maps.google.com/?cid=2393545858746968863,"c(""finance"", ""point_of_interest"", ""establishment"")",finance,,0,,,0,finances,d9c3b2746db873518d6ec292fd20d461515fc666,CmRRAAAAsJb4Ui3j-HsBoKGzCEGQlQ_6GknhGj_8VPT_1-1fflZnjwbtG_D8RYe6laBBYiz5UHWWsmxvpsmSZDLVcB5WA1hs64ntiSfg6I4RC2SjnTgivprSYgEktPizaLdMqWd8EhCkhNJ2iJAPZCT9jdJOE5iSGhQ9LZvh-D0dIBOOkwB4w3DTofACGQ,93048,2.4531456,48.8739873,
ChIJm93lAEpt5kcRnUFsAxXDkEA,"3 Rue Gérard de Nerval, 93100 Montreuil, France",cae,+33 6 46 25 06 53,https://maps.google.com/?cid=4652432910092878237,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,71b816671f31bff4d8d5e507a20844bf104bd010,CmRRAAAACAkNQkhwegCWAALOMQQ0jd04JOk11Mg9ihg8-UF55ysdUUC9HNqN-lk4ckDJ_5yP0zdYhg7fh_bV9_u2PjwQkq5JKT-ioCV7n6le3lXJpyL44Ug-KUeOKIxCq3MAKZlTEhA0t67CHnK6Coce8vpCLrzhGhS9H0uw6dBKdDDvjsbumtCDTTLlgg,93048,2.4530978,48.8739163,
ChIJM9gf2p5y5kcRIhrfP8rHCzg,"94300 Vincennes, France",Nadia Alimentation,NULL,https://maps.google.com/?cid=4038541162336688674,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,3580280970edd8b4cd0e81350759d5a41347449d,CmRRAAAAlkVkZ8mwQNHboruq4R9bBdcuM0mSl7lSe1JY10zZPkp5WgxyPnyNB5paIG7ZNgoJdjvzi5iin24flDJT-3mR4P0GHSm10M6eAji3OsK7qilaOypY9Q1Lhonkc1xWDdADEhC7tsZsLZQEjDLCNKz3ZK6LGhRPH7_4MggY8Go4MTSQ29J6w_VWnw,93048,2.4307775,48.850109,
ChIJm9OvlawS5kcR5aUkLmMf89A,"14 Rue Bel air, 93100 Montreuil, France",RSCM - Didier LEFEVRE,+33 6 12 94 39 26,https://maps.google.com/?cid=15056412490066077157,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,f6d9de99c8860b139e48fa76bfd7e30e10f261ea,CmRSAAAASbJqyJzV03Ef3V0z8VekQiilFGUueYLgde6wVH6hwCWqwrmR3xHafiKwCePgiRDp7_hE82AvfFBxE0hFbViAXry63xckGFSq9UGQdxCrunH-f8U9bMraWuJ3lEBulostEhAYMZYpOk1Ym_yUKKy2WnwIGhTGp9-Y-navoATgPCl8G7mYpOhhdA,93048,2.4588726,48.8599465,
ChIJM9yX5IJy5kcR49Gufw8-Jc4,"41 Rue Emile Zola, 93100 Montreuil, France",Agence WEB GoldenMarket,+33 1 70 32 02 00,https://maps.google.com/?cid=14854347182239044067,"c(""point_of_interest"", ""establishment"")",establishment,3.5,5,728.8,595,5,établissement,1f2269bbe9d4972ab9f6d86039376317e1a63bf9,CmRSAAAAdzKlujPlLp7FnUzL1y2R45YpsP09xGhGD4lFmGJY_WYlhC4xeO59mqURrVNTAGeCNnAy7r-fcOvXl0qWRJb_XvuhfAxzEiFaJ8ygGQxyGChSivWeq3nnHSrfzdiryCrMEhADX_w2-wljkYPqqGMIbTFcGhTOKdRXIjpwR97atq9XSNHpMkQRLA,93048,2.420879,48.8525092,730
ChIJma6ei5gS5kcRd3JISCnntkw,"263 Avenue Victor Hugo, 93100 Montreuil, France",Moreira Hilario,+33 1 45 28 60 47,https://maps.google.com/?cid=5527859757136245367,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,4ba6edb692a5ce615b844a51a49398c2120daa6f,CmRRAAAAYmKR8SOGidCStJLNWnLNZ6_gvPZAfAt6DkaiejcNCMU0TG04Y3PrwM9Jx-EovUUgK9aU1dEOw-WMb7Uni2ReGg56dHAdEJLdwxS5hOOYbik19TFolVSTDW31xHXVOCNIEhC1FjuTT1eRqoVn625xJ-k2GhT-G1tzGId1IbZEtFVobUVTaAzM0Q,93048,2.4807262,48.8607471,
ChIJmaRwQKdy5kcRBhwnJKyr5GA,"42 Bis Rue Leroyer, 94300 Vincennes, France",Syndic Coprop 38 Rue Leroyer,+33 1 49 57 04 88,https://maps.google.com/?cid=6981894078160378886,"c(""real_estate_agency"", ""point_of_interest"", ""establishment"")",real_estate_agency,4,1,800,800,1_4,agence immobilière,e78e04eca42f3abfb1cc11a6cb1402288e6342f7,CmRRAAAAw4ytWafUL74SFmSSaT2KSCWjWP9v1yNIZbN3wgjBnNTyUj39d-N6DAUnE9_VVDt2OS6FReseMGfny4j87UVWOHV76Dxr8ebshU7_T74qgVZ743HYsczlgdWvnOBto9rIEhBU32TFyzIRHuYtvgKCsna2GhS0WV_Yx__95NdR3Lny9D4ZsudrGw,93048,2.4411893,48.8529884,
ChIJmas7-kNt5kcRNs518R0JRPw,"89 Rue Ernest Savart, 93100 Montreuil, France",Savasta Laurence,+33 1 49 88 00 38,https://maps.google.com/?cid=18177664020183895606,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,873a9b0586d9cb2642812bd2279a8a24e84a627d,CmRSAAAA7JlbsXKzpvSSnsv99w0hldzDo-c3BMS1fpNG14A6rOAB3MiG3aDZx0aavkk-xUT--qz4p2aJFI2wqxBXctLm82ys7xtqIBiSQZXTzTQygQZa2o6D2P_6Wz6szDiM9TfgEhDqnPpKYlThqGHoyl8f41VNGhRnC3Wj52YJ7nXgDx1a0xl_rSN-EQ,93048,2.4407063,48.8685785,
ChIJMaSKl11t5kcRKb7o0U7jijg,"47 Avenue de la Résistance, 93100 Montreuil, France",Emmaüs France,+33 1 41 58 25 00,https://maps.google.com/?cid=4074318740578680361,"c(""point_of_interest"", ""establishment"")",establishment,4.2,5,558.8,68,5,établissement,a8489185f75ee016865978c2e8f47a614fcfdcb4,CmRRAAAAElaAMc6uw9Et4XHOFeArWwIo9Ul3mmZIeRJnpuaHxPDmQ3vsBhZNbPfFWIJKkP0m5KkJSlNLiBET2b4n6woEWdpY6JheMicXgUmlSdtNAvgM0OAzlv6b0AcY2XlZ_RX9EhBAyUrc02MbHwgaLB88UViHGhQRrS8-6S-EAqMpIbpnsMj0VhVkfQ,93048,2.4358696,48.8607469,711
ChIJMayyhltt5kcRS_nT6pmo4Lg,"5 Boulevard Rouget de Lisle, 93100 Montreuil, France",MB 93100,+33 1 48 59 96 98,https://maps.google.com/?cid=13321833076785150283,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,44e844e586171df148c344cd0db7ff3120aaeeab,CmRSAAAA98Q4UpAhyR5PPNI5doe0buKiuEdV_aF_6A1teeJXLT7nKNz8XRy_rsawneRqUWGuJdu8QwsxRWZWVaeONkPsA0nrOOKvqnPsYaJkrmmBjh588ps2rtRBQXLKxpaO2KWeEhAQK2X3KQYNOz1RDjb3_rcIGhRnAqm3K4lDewLzXQzV-5buqs-CbQ,93048,2.4408803,48.8614476,
ChIJmb5dl1lt5kcRepoW0h70OJw,"45 Rue de Stalingrad, 93100 Montreuil, France",La petite voisine,+33 6 19 56 73 42,https://maps.google.com/?cid=11257015681823447674,"c(""lodging"", ""point_of_interest"", ""establishment"")",lodging,4.6,5,290.8,295,5,hébergement,cb2fff05224c25ba2832eb472e398c22dd776563,CmRSAAAAJs9BY3PwblPbvHfKGQcQrUNWL-zCWi3-JpRRnOq_Kw7-sRNZJfXZcb-4xPz6AOM1VkjOJ4x-T3I67a1uQZ39JCAcx1fXXvg7CVRjLn0AszQcoSbEC-PfyW0HLvnbqMlZEhDrT80U9pFzni6VekSpIw7eGhQf4nYiVW5k2wt8OMsGPcfpGPTP5g,93048,2.443732,48.8582798,541
ChIJmb6kuaBy5kcRI-SZoowJrQU,"141 Avenue du Président Wilson, 93100 Montreuil, France",Hardelay Pascal Bruno Eric,+33 1 48 58 56 79,https://maps.google.com/?cid=408993640788648995,"c(""point_of_interest"", ""establishment"")",establishment,5,2,421,421,1_4,établissement,57671a06d2e36aba1e11b84f8e46a1cf1284eada,CmRRAAAATYTS7AZuNtwO-6O0wNI8wxrJeMF4MfN_LU4YwbuxFLAhmJJZUH3Pi3cth9fkMq9YgtssKWBpyu9gJ8RbiRzRiOUJpwk831oNyEclcpqUFTzEXeCIQIz5dw-TUCRmQlAMEhA0x9uluwnWg80ioBDNg7NlGhQI6iNIAPOvpkygHSsohh0vbKeZQg,93048,2.4390259,48.8531872,
ChIJmbEdZkRt5kcRbq6D8KXnUTI,"8 Boulevard Henri Barbusse, 93100 Montreuil, France",Bertrand Albert,+33 9 79 22 09 02,https://maps.google.com/?cid=3625933874900741742,"c(""point_of_interest"", ""establishment"")",establishment,2,1,1851,1851,1_4,établissement,b8f315c6e6203ce601e6a3d7a5a3bf9d85a33a2e,CmRRAAAALAR4-B_cQi5OI8-zoySXItAHDVN9bawY-KxLDt0YpeqYdX1RU59Av20S2pMbRRflZjYCcfiqQov572lHxlPkLFRRoCKX_mLPloeOHu2HJhV0O_VozqE5dEWxFz6bfvX7EhC_lL2fQCE3KTPtonpz8ajrGhToZjQXBT59ZdQ_rmKO46kYk5e31Q,93048,2.4443374,48.864797,
ChIJmbEdZkRt5kcRNYExNWncffM,"8 Ter Boulevard Henri Barbusse, 93100 Montreuil, France",Bruel Laurent,+33 9 50 71 93 37,https://maps.google.com/?cid=17545422067727434037,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,ecc2fc82734adffb072ccbcb209cc8b60fff3e24,CmRSAAAATJjmLAMerL9UVEnQLeve0z7oz_1sXOzMdZx_PYNiCvsPV6hGeT1cmZUjf1Gb5xss6JHa8W572Y40nKuLqp6hXR6279ZV7M9g8FQvTZUg7COr2W0H0HaujFnb0F_r5ve-EhArKLj3RvRCg_KqB6GUS253GhQfTPuIg6hYR7a2DObJfGMaxnvD4A,93048,2.4443374,48.864797,
ChIJmbEdZkRt5kcRViBxAGelCyI,"8Ter Boulevard Henri Barbusse, 93100 Montreuil, France",Jarry Pierre,+33 1 48 57 51 86,https://maps.google.com/?cid=2453236283840995414,"c(""doctor"", ""health"", ""point_of_interest"", ""establishment"")",doctor,5,3,130,141,1_4,médecin,6be2f742e72dc38bde2d51703688118238930ce5,CmRRAAAAkFgg0Wnbxzh2zuuSgobeirWTjruSAbqReW5auxzZghze39ok_1TuXzPyvH5RZXBgOqLbTHyaPrLUwh1umn9SzO9neDiSlu89FZlLvSP4NuHt-RKjUEGmIbmc-53JoRmuEhCwDcQbk0IBk5o-Zj6nn5iGGhQSe2vZjsqbvGOWC5LF87I2d2v-mw,93048,2.4443374,48.864797,
ChIJmbpp5pxy5kcR3injb_8DyHk,"71 Rue Robespierre, 93100 Montreuil, France",Le 71 | Coworking & Accélérateur,NULL,https://maps.google.com/?cid=8775268269560113630,"c(""point_of_interest"", ""establishment"")",establishment,4.7,5,149.8,31,5,établissement,d45ce4406b0b70d30994e55860dac857a5de4a85,CmRRAAAAJuFLkrPqF0nimtexptHTnwfves-kZOrmbvCCiFxk6Je22C7jCXILQc8BeMsa6AZds814jzcz3xiPRI6xpD52ntcSTK08Y9FQAKbOluHe6STW9pSaGOTVOfA02UWDuO5OEhA4Wf51kVQ5VIoSVS_quNEPGhS-CFPhJubP19pwaGWJEHBWnfzV2w,93048,2.4245773,48.8516083,312
ChIJmbpp5pxy5kcR7KeAcoI6yO8,"71 Rue Robespierre, 93100 Montreuil, France",Cie Editions Realisat Organisat Servic,+33 1 43 60 71 71,https://maps.google.com/?cid=17278124302348101612,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,68357b0e274d6a342cbe9d5336c8d1c2d8398012,CmRSAAAAvmMRgay3dFkbTFb-M7gSMxyPpMJfibEc0CbQmt92Nkq0P0cksZQhEnNeJkEbF6BNBNT6sIDZlLeX7TtpUi0OTh34oLn1khPA77hWMZTOs9BhOP9-elkOysTdM-yoA_OXEhA9nZkjn7dnRGFv-8CAlqYbGhR_6ycdmMavnbh5qwJLSeWoPGCOQQ,93048,2.4247132,48.8516988,
ChIJmbpp5pxy5kcRhn0uxmiVCKo,"71 Rue Robespierre, 93100 Montreuil, France",atelier ekjo,+33 9 83 24 76 00,https://maps.google.com/?cid=12252207063495507334,"c(""clothing_store"", ""store"", ""point_of_interest"", ""establishment"")",clothing_store,,0,,,0,magasin de vêtements,73bbbafd767dc6548bb7ec72eb2dc26e7301aed2,CmRSAAAAA-xmYeElhSvyGNtRdzKL241nA2LCGT_mqJm-JSMQUlDRpl6UuRNi6kfR8uANbUW-fIFZPo1bxpjE7TiUyrhrF2BfvR85eLcBBVE40Xd2i5GVwGMzQZC7OSrn-ZQGz2VCEhD15YIoMY7v2k03bQy1p0FEGhSB4aMKPWKlxahAIzsg1q6GVwVAcQ,93048,2.4247132,48.8516988,
